pincode,district,state
173211,solan,himachal pradesh
173212,solan,himachal pradesh
173213,solan,himachal pradesh
173214,solan,himachal pradesh
173215,solan,himachal pradesh
173217,solan,himachal pradesh
173218,solan,himachal pradesh
173220,solan,himachal pradesh
173221,solan,himachal pradesh
173222,solan,himachal pradesh
173223,sirmaur,himachal pradesh
173225,solan,himachal pradesh
173229,solan,himachal pradesh
173230,solan,himachal pradesh
173233,solan,himachal pradesh
173234,solan,himachal pradesh
173235,solan,himachal pradesh
173236,solan,himachal pradesh
173237,solan,himachal pradesh
174001,bilaspur,himachal pradesh
174002,bilaspur,himachal pradesh
174003,bilaspur,himachal pradesh
174004,bilaspur,himachal pradesh
174005,bilaspur,himachal pradesh
174011,bilaspur,himachal pradesh
174012,bilaspur,himachal pradesh
174013,bilaspur,himachal pradesh
174015,bilaspur,himachal pradesh
174017,bilaspur,himachal pradesh
174021,bilaspur,himachal pradesh
174023,bilaspur,himachal pradesh
174024,bilaspur,himachal pradesh
174026,bilaspur,himachal pradesh
174027,bilaspur,himachal pradesh
174028,bilaspur,himachal pradesh
174029,bilaspur,himachal pradesh
174030,bilaspur,himachal pradesh
174031,bilaspur,himachal pradesh
174032,bilaspur,himachal pradesh
174033,bilaspur,himachal pradesh
174034,bilaspur,himachal pradesh
174035,bilaspur,himachal pradesh
174036,bilaspur,himachal pradesh
174101,solan,himachal pradesh
174102,solan,himachal pradesh
174103,solan,himachal pradesh
174201,bilaspur,himachal pradesh
174301,una,himachal pradesh
174302,una,himachal pradesh
174303,una,himachal pradesh
174304,hamirpur,himachal pradesh
174305,hamirpur,himachal pradesh
174306,una,himachal pradesh
174307,una,himachal pradesh
174308,una,himachal pradesh
174309,hamirpur,himachal pradesh
174310,bilaspur,himachal pradesh
174311,hamirpur,himachal pradesh
174312,hamirpur,himachal pradesh
174314,una,himachal pradesh
174315,una,himachal pradesh
174316,una,himachal pradesh
174317,una,himachal pradesh
174319,una,himachal pradesh
174320,una,himachal pradesh
174321,una,himachal pradesh
174405,hamirpur,himachal pradesh
174503,una,himachal pradesh
174505,hamirpur,himachal pradesh
174507,una,himachal pradesh
175001,mandi,himachal pradesh
175002,mandi,himachal pradesh
175003,mandi,himachal pradesh
175004,mandi,himachal pradesh
175005,mandi,himachal pradesh
175006,mandi,himachal pradesh
175007,mandi,himachal pradesh
175008,mandi,himachal pradesh
175009,mandi,himachal pradesh
175010,mandi,himachal pradesh
175011,mandi,himachal pradesh
175012,mandi,himachal pradesh
175013,kangra,himachal pradesh
175014,mandi,himachal pradesh
175015,mandi,himachal pradesh
175016,mandi,himachal pradesh
175017,mandi,himachal pradesh
175018,mandi,himachal pradesh
175019,mandi,himachal pradesh
175020,mandi,himachal pradesh
175021,mandi,himachal pradesh
175022,mandi,himachal pradesh
175023,mandi,himachal pradesh
175024,mandi,himachal pradesh
175025,mandi,himachal pradesh
175026,mandi,himachal pradesh
175027,mandi,himachal pradesh
175028,mandi,himachal pradesh
175029,mandi,himachal pradesh
175030,mandi,himachal pradesh
175031,mandi,himachal pradesh
175032,mandi,himachal pradesh
175033,mandi,himachal pradesh
175034,mandi,himachal pradesh
175035,mandi,himachal pradesh
175036,mandi,himachal pradesh
175037,mandi,himachal pradesh
175038,mandi,himachal pradesh
175039,mandi,himachal pradesh
175040,mandi,himachal pradesh
175042,mandi,himachal pradesh
175045,mandi,himachal pradesh
175046,mandi,himachal pradesh
175047,mandi,himachal pradesh
175048,mandi,himachal pradesh
175049,mandi,himachal pradesh
175050,mandi,himachal pradesh
175051,mandi,himachal pradesh
175052,mandi,himachal pradesh
175075,mandi,himachal pradesh
175101,kullu,himachal pradesh
175102,kullu,himachal pradesh
175103,kullu,himachal pradesh
175104,kullu,himachal pradesh
175105,kullu,himachal pradesh
175106,mandi,himachal pradesh
175121,mandi,himachal pradesh
175123,kullu,himachal pradesh
175124,mandi,himachal pradesh
175125,kullu,himachal pradesh
175126,kullu,himachal pradesh
175128,kullu,himachal pradesh
175129,kullu,himachal pradesh
175130,kullu,himachal pradesh
175131,kullu,himachal pradesh
175132,lahul and spiti,himachal pradesh
175133,lahul and spiti,himachal pradesh
175134,kullu,himachal pradesh
175136,kullu,himachal pradesh
175138,kullu,himachal pradesh
175139,lahul and spiti,himachal pradesh
175140,lahul and spiti,himachal pradesh
175141,kullu,himachal pradesh
175142,lahul and spiti,himachal pradesh
175143,kullu,himachal pradesh
176001,kangra,himachal pradesh
176002,kangra,himachal pradesh
176021,kangra,himachal pradesh
176022,kangra,himachal pradesh
176023,kangra,himachal pradesh
176025,kangra,himachal pradesh
176026,kangra,himachal pradesh
176027,kangra,himachal pradesh
176028,kangra,himachal pradesh
176029,kangra,himachal pradesh
176030,kangra,himachal pradesh
176031,kangra,himachal pradesh
176032,kangra,himachal pradesh
176033,kangra,himachal pradesh
176036,kangra,himachal pradesh
176037,kangra,himachal pradesh
176038,kangra,himachal pradesh
176039,hamirpur,himachal pradesh
176040,hamirpur,himachal pradesh
176041,hamirpur,himachal pradesh
176042,hamirpur,himachal pradesh
176043,hamirpur,himachal pradesh
176044,hamirpur,himachal pradesh
176045,hamirpur,himachal pradesh
176047,kangra,himachal pradesh
176048,hamirpur,himachal pradesh
176049,hamirpur,himachal pradesh
176051,kangra,himachal pradesh
176052,kangra,himachal pradesh
176053,kangra,himachal pradesh
176054,kangra,himachal pradesh
176055,kangra,himachal pradesh
176056,kangra,himachal pradesh
176057,kangra,himachal pradesh
176058,kangra,himachal pradesh
176059,kangra,himachal pradesh
176060,kangra,himachal pradesh
176061,kangra,himachal pradesh
176062,kangra,himachal pradesh
176063,kangra,himachal pradesh
176064,kangra,himachal pradesh
176065,kangra,himachal pradesh
176066,kangra,himachal pradesh
176067,kangra,himachal pradesh
176071,kangra,himachal pradesh
176073,kangra,himachal pradesh
176075,kangra,himachal pradesh
176076,kangra,himachal pradesh
176077,kangra,himachal pradesh
176081,kangra,himachal pradesh
176082,kangra,himachal pradesh
176083,kangra,himachal pradesh
176084,kangra,himachal pradesh
176085,kangra,himachal pradesh
176086,kangra,himachal pradesh
176087,kangra,himachal pradesh
176088,kangra,himachal pradesh
176089,kangra,himachal pradesh
176090,mandi,himachal pradesh
176091,kangra,himachal pradesh
176092,kangra,himachal pradesh
176093,kangra,himachal pradesh
176094,kangra,himachal pradesh
176095,kangra,himachal pradesh
176096,kangra,himachal pradesh
176097,kangra,himachal pradesh
176098,kangra,himachal pradesh
176101,kangra,himachal pradesh
176102,kangra,himachal pradesh
176103,kangra,himachal pradesh
176107,kangra,himachal pradesh
176108,hamirpur,himachal pradesh
176109,hamirpur,himachal pradesh
176110,hamirpur,himachal pradesh
176111,hamirpur,himachal pradesh
176115,kangra,himachal pradesh
176125,kangra,himachal pradesh
176128,kangra,himachal pradesh
176200,kangra,himachal pradesh
176201,kangra,himachal pradesh
176202,kangra,himachal pradesh
176203,kangra,himachal pradesh
176204,kangra,himachal pradesh
176205,kangra,himachal pradesh
176206,kangra,himachal pradesh
176207,chamba,himachal pradesh
176208,kangra,himachal pradesh
176209,kangra,himachal pradesh
176210,kangra,himachal pradesh
176211,kangra,himachal pradesh
176214,kangra,himachal pradesh
176215,kangra,himachal pradesh
176216,kangra,himachal pradesh
176217,kangra,himachal pradesh
176218,kangra,himachal pradesh
176225,kangra,himachal pradesh
176301,chamba,himachal pradesh
176302,chamba,himachal pradesh
176303,chamba,himachal pradesh
176304,chamba,himachal pradesh
176305,chamba,himachal pradesh
176306,chamba,himachal pradesh
176307,chamba,himachal pradesh
176308,chamba,himachal pradesh
176309,chamba,himachal pradesh
176310,chamba,himachal pradesh
176311,chamba,himachal pradesh
176312,chamba,himachal pradesh
176313,chamba,himachal pradesh
176314,chamba,himachal pradesh
176315,chamba,himachal pradesh
176316,chamba,himachal pradesh
176317,chamba,himachal pradesh
176318,chamba,himachal pradesh
176319,chamba,himachal pradesh
176320,chamba,himachal pradesh
176321,chamba,himachal pradesh
176323,chamba,himachal pradesh
176324,chamba,himachal pradesh
176325,chamba,himachal pradesh
176326,chamba,himachal pradesh
176330,chamba,himachal pradesh
176401,kangra,himachal pradesh
176402,kangra,himachal pradesh
176403,kangra,himachal pradesh
176501,kangra,himachal pradesh
176502,kangra,himachal pradesh
176601,una,himachal pradesh
177001,hamirpur,himachal pradesh
177005,hamirpur,himachal pradesh
177006,hamirpur,himachal pradesh
177007,hamirpur,himachal pradesh
177020,hamirpur,himachal pradesh
177021,hamirpur,himachal pradesh
177022,hamirpur,himachal pradesh
177023,hamirpur,himachal pradesh
177024,hamirpur,himachal pradesh
177025,hamirpur,himachal pradesh
177026,hamirpur,himachal pradesh
177027,hamirpur,himachal pradesh
177028,hamirpur,himachal pradesh
177029,hamirpur,himachal pradesh
177031,una,himachal pradesh
177033,hamirpur,himachal pradesh
177034,kangra,himachal pradesh
177038,hamirpur,himachal pradesh
177039,una,himachal pradesh
177040,hamirpur,himachal pradesh
177041,hamirpur,himachal pradesh
177042,hamirpur,himachal pradesh
177043,kangra,himachal pradesh
177044,hamirpur,himachal pradesh
177045,hamirpur,himachal pradesh
177048,hamirpur,himachal pradesh
177101,kangra,himachal pradesh
177103,kangra,himachal pradesh
177104,kangra,himachal pradesh
177105,kangra,himachal pradesh
177106,kangra,himachal pradesh
177107,kangra,himachal pradesh
177108,kangra,himachal pradesh
177109,una,himachal pradesh
177110,una,himachal pradesh
177111,kangra,himachal pradesh
177112,kangra,himachal pradesh
177113,kangra,himachal pradesh
177114,kangra,himachal pradesh
177117,kangra,himachal pradesh
177118,hamirpur,himachal pradesh
177119,hamirpur,himachal pradesh
177201,una,himachal pradesh
177202,una,himachal pradesh
177203,una,himachal pradesh
177204,una,himachal pradesh
177205,una,himachal pradesh
177206,una,himachal pradesh
177207,una,himachal pradesh
177208,una,himachal pradesh
177209,una,himachal pradesh
177210,una,himachal pradesh
177211,una,himachal pradesh
177212,una,himachal pradesh
177213,una,himachal pradesh
177219,una,himachal pradesh
177220,una,himachal pradesh
177301,hamirpur,himachal pradesh
177401,hamirpur,himachal pradesh
177501,hamirpur,himachal pradesh
177601,hamirpur,himachal pradesh
180001,jammu,jammu and kashmir
180002,jammu,jammu and kashmir
180003,jammu,jammu and kashmir
180004,jammu,jammu and kashmir
180005,jammu,jammu and kashmir
180006,jammu,jammu and kashmir
180007,jammu,jammu and kashmir
180009,jammu,jammu and kashmir
180010,jammu,jammu and kashmir
180011,jammu,jammu and kashmir
180012,jammu,jammu and kashmir
180013,jammu,jammu and kashmir
180015,jammu,jammu and kashmir
180016,jammu,jammu and kashmir
180017,jammu,jammu and kashmir
180018,jammu,jammu and kashmir
180019,jammu,jammu and kashmir
180020,jammu,jammu and kashmir
181008,jammu,jammu and kashmir
181101,jammu,jammu and kashmir
181102,jammu,jammu and kashmir
181111,jammu,jammu and kashmir
181121,jammu,jammu and kashmir
181122,jammu,jammu and kashmir
181123,jammu,jammu and kashmir
181124,jammu,jammu and kashmir
181131,jammu,jammu and kashmir
181132,jammu,jammu and kashmir
181133,samba,jammu and kashmir
181134,jammu,jammu and kashmir
181141,samba,jammu and kashmir
181143,samba,jammu and kashmir
181145,samba,jammu and kashmir
181152,jammu,jammu and kashmir
181201,jammu,jammu and kashmir
181202,jammu,jammu and kashmir
181203,jammu,jammu and kashmir
181204,jammu,jammu and kashmir
181205,jammu,jammu and kashmir
181206,jammu,jammu and kashmir
181207,jammu,jammu and kashmir
181208,jammu,jammu and kashmir
181221,jammu,jammu and kashmir
181224,jammu,jammu and kashmir
182101,udhampur,jammu and kashmir
182104,udhampur,jammu and kashmir
182121,udhampur,jammu and kashmir
182122,udhampur,jammu and kashmir
182124,udhampur,jammu and kashmir
182125,udhampur,jammu and kashmir
182126,udhampur,jammu and kashmir
182127,udhampur,jammu and kashmir
182128,udhampur,jammu and kashmir
182129,doda,jammu and kashmir
182130,udhampur,jammu and kashmir
182131,doda,jammu and kashmir
182132,kishtwar,jammu and kashmir
182133,kishtwar,jammu and kashmir
182134,kishtwar,jammu and kashmir
182135,kishtwar,jammu and kashmir
182136,kishtwar,jammu and kashmir
182137,kishtwar,jammu and kashmir
182138,kishtwar,jammu and kashmir
182139,kishtwar,jammu and kashmir
182140,kishtwar,jammu and kashmir
182141,udhampur,jammu and kashmir
182142,udhampur,jammu and kashmir
182143,doda,jammu and kashmir
182144,ramban,jammu and kashmir
182145,ramban,jammu and kashmir
182146,ramban,jammu and kashmir
182147,doda,jammu and kashmir
182148,ramban,jammu and kashmir
182161,udhampur,jammu and kashmir
182201,doda,jammu and kashmir
182202,doda,jammu and kashmir
182203,doda,jammu and kashmir
182204,kishtwar,jammu and kashmir
182205,kishtwar,jammu and kashmir
182206,kishtwar,jammu and kashmir
182207,doda,jammu and kashmir
182221,doda,jammu and kashmir
182222,doda,jammu and kashmir
182301,reasi,jammu and kashmir
182311,reasi,jammu and kashmir
182312,reasi,jammu and kashmir
182313,reasi,jammu and kashmir
182315,reasi,jammu and kashmir
182320,reasi,jammu and kashmir
184101,kathua,jammu and kashmir
184102,kathua,jammu and kashmir
184104,kathua,jammu and kashmir
184120,samba,jammu and kashmir
184121,samba,jammu and kashmir
184141,kathua,jammu and kashmir
184142,kathua,jammu and kashmir
184143,kathua,jammu and kashmir
184144,kathua,jammu and kashmir
184145,kathua,jammu and kashmir
184148,kathua,jammu and kashmir
184151,kathua,jammu and kashmir
184152,kathua,jammu and kashmir
184201,kathua,jammu and kashmir
184202,kathua,jammu and kashmir
184203,kathua,jammu and kashmir
184204,kathua,jammu and kashmir
184205,udhampur,jammu and kashmir
184206,kathua,jammu and kashmir
184210,kathua,jammu and kashmir
185101,poonch,jammu and kashmir
185102,poonch,jammu and kashmir
185121,poonch,jammu and kashmir
185131,rajouri,jammu and kashmir
185132,rajouri,jammu and kashmir
185133,rajouri,jammu and kashmir
185135,rajouri,jammu and kashmir
185151,rajouri,jammu and kashmir
185152,rajouri,jammu and kashmir
185153,rajouri,jammu and kashmir
185154,jammu,jammu and kashmir
185155,rajouri,jammu and kashmir
185156,rajouri,jammu and kashmir
185201,rajouri,jammu and kashmir
185202,rajouri,jammu and kashmir
185203,reasi,jammu and kashmir
185211,poonch,jammu and kashmir
185212,rajouri,jammu and kashmir
185233,rajouri,jammu and kashmir
185234,rajouri,jammu and kashmir
190001,srinagar,jammu and kashmir
190002,srinagar,jammu and kashmir
190003,srinagar,jammu and kashmir
190004,srinagar,jammu and kashmir
190005,srinagar,jammu and kashmir
190006,srinagar,jammu and kashmir
190007,budgam,jammu and kashmir
190008,srinagar,jammu and kashmir
190009,srinagar,jammu and kashmir
190010,srinagar,jammu and kashmir
190011,srinagar,jammu and kashmir
190012,srinagar,jammu and kashmir
190014,budgam,jammu and kashmir
190015,budgam,jammu and kashmir
190017,srinagar,jammu and kashmir
190018,budgam,jammu and kashmir
190019,budgam,jammu and kashmir
190020,srinagar,jammu and kashmir
190021,budgam,jammu and kashmir
190023,srinagar,jammu and kashmir
190024,srinagar,jammu and kashmir
190025,srinagar,jammu and kashmir
190099,srinagar,jammu and kashmir
191101,srinagar,jammu and kashmir
191102,pulwama,jammu and kashmir
191103,pulwama,jammu and kashmir
191111,budgam,jammu and kashmir
191112,budgam,jammu and kashmir
191113,budgam,jammu and kashmir
191121,srinagar,jammu and kashmir
191131,ganderbal,jammu and kashmir
191132,budgam,jammu and kashmir
191201,ganderbal,jammu and kashmir
191202,ganderbal,jammu and kashmir
192101,anantnag,jammu and kashmir
192121,pulwama,jammu and kashmir
192122,pulwama,jammu and kashmir
192123,pulwama,jammu and kashmir
192124,anantnag,jammu and kashmir
192125,anantnag,jammu and kashmir
192126,anantnag,jammu and kashmir
192129,anantnag,jammu and kashmir
192201,anantnag,jammu and kashmir
192202,anantnag,jammu and kashmir
192210,anantnag,jammu and kashmir
192211,anantnag,jammu and kashmir
192212,anantnag,jammu and kashmir
192221,anantnag,jammu and kashmir
192231,kulgam,jammu and kashmir
192232,kulgam,jammu and kashmir
192233,kulgam,jammu and kashmir
192301,pulwama,jammu and kashmir
192302,pulwama,jammu and kashmir
192303,shopian,jammu and kashmir
192304,pulwama,jammu and kashmir
192305,shopian,jammu and kashmir
192401,anantnag,jammu and kashmir
193101,baramulla,jammu and kashmir
193103,baramulla,jammu and kashmir
193108,baramulla,jammu and kashmir
193109,baramulla,jammu and kashmir
193121,baramulla,jammu and kashmir
193122,baramulla,jammu and kashmir
193123,baramulla,jammu and kashmir
193201,baramulla,jammu and kashmir
193221,kupwara,jammu and kashmir
193222,kupwara,jammu and kashmir
193223,kupwara,jammu and kashmir
193224,kupwara,jammu and kashmir
193225,kupwara,jammu and kashmir
193301,baramulla,jammu and kashmir
193302,kupwara,jammu and kashmir
193303,baramulla,jammu and kashmir
193306,pulwama,jammu and kashmir
193401,budgam,jammu and kashmir
193402,baramulla,jammu and kashmir
193403,baramulla,jammu and kashmir
193404,baramulla,jammu and kashmir
193411,budgam,jammu and kashmir
193501,bandipora,jammu and kashmir
193502,bandipora,jammu and kashmir
193503,bandipora,jammu and kashmir
193504,bandipora,jammu and kashmir
193505,bandipora,jammu and kashmir
194101,leh ladakh,ladakh
194102,kargil,ladakh
194103,kargil,ladakh
194104,leh ladakh,ladakh
194105,kargil,ladakh
194106,leh ladakh,ladakh
194107,leh ladakh,ladakh
194109,kargil,ladakh
194201,leh ladakh,ladakh
194202,leh ladakh,ladakh
194301,kargil,ladakh
194302,kargil,ladakh
194303,kargil,ladakh
194401,leh ladakh,ladakh
201001,ghaziabad,uttar pradesh
201002,ghaziabad,uttar pradesh
201003,ghaziabad,uttar pradesh
201004,ghaziabad,uttar pradesh
201005,ghaziabad,uttar pradesh
201006,ghaziabad,uttar pradesh
201007,ghaziabad,uttar pradesh
201008,gautam buddha nagar,uttar pradesh
201009,ghaziabad,uttar pradesh
201010,ghaziabad,uttar pradesh
201011,ghaziabad,uttar pradesh
201012,ghaziabad,uttar pradesh
201013,ghaziabad,uttar pradesh
201014,ghaziabad,uttar pradesh
201015,ghaziabad,uttar pradesh
201016,ghaziabad,uttar pradesh
201017,ghaziabad,uttar pradesh
201018,ghaziabad,uttar pradesh
201019,ghaziabad,uttar pradesh
201020,ghaziabad,uttar pradesh
201021,ghaziabad,uttar pradesh
